priceArea,productionGroup,startTime,quantityKwh
NO2,HYDRO,2025-10-27 18:00:00+00:00,6914398.0
NO5,SOLAR,2025-10-27 18:00:00+00:00,10.328
NO4,SOLAR,2025-10-27 18:00:00+00:00,0.001
NO5,OTHER,2025-10-27 18:00:00+00:00,0.0
NO5,*,2025-10-27 18:00:00+00:00,0.0
NO1,WIND,2025-10-27 18:00:00+00:00,58346.09
NO3,THERMAL,2025-10-27 18:00:00+00:00,9829.24
NO3,WIND,2025-10-27 18:00:00+00:00,536253.75
NO3,OTHER,2025-10-27 18:00:00+00:00,32.591
NO3,SOLAR,2025-10-27 18:00:00+00:00,42.329
NO2,HYDRO,2025-10-27 19:00:00+00:00,6747002.0
NO5,HYDRO,2025-10-27 19:00:00+00:00,3725713.2
NO3,THERMAL,2025-10-27 19:00:00+00:00,21812.26
NO5,*,2025-10-27 19:00:00+00:00,0.0
NO3,OTHER,2025-10-27 19:00:00+00:00,34.706
NO1,HYDRO,2025-10-27 19:00:00+00:00,2700571.8
NO3,HYDRO,2025-10-27 19:00:00+00:00,2642037.8
NO4,HYDRO,2025-10-27 19:00:00+00:00,3704192.0
NO4,OTHER,2025-10-27 19:00:00+00:00,19.72
NO2,OTHER,2025-10-27 19:00:00+00:00,61.402
NO3,WIND,2025-10-27 19:00:00+00:00,681118.25
NO1,SOLAR,2025-10-27 19:00:00+00:00,336.212
NO1,THERMAL,2025-10-27 19:00:00+00:00,4952.38
NO4,SOLAR,2025-10-27 19:00:00+00:00,0.0
NO4,THERMAL,2025-10-27 19:00:00+00:00,180272.0
NO5,OTHER,2025-10-27 19:00:00+00:00,0.0
NO4,WIND,2025-10-27 19:00:00+00:00,622903.8
NO1,WIND,2025-10-27 19:00:00+00:00,28412.688
NO2,SOLAR,2025-10-27 19:00:00+00:00,62.335
NO2,WIND,2025-10-27 19:00:00+00:00,768000.8
NO5,SOLAR,2025-10-27 19:00:00+00:00,11.172
NO5,WIND,2025-10-27 19:00:00+00:00,0.0
NO1,OTHER,2025-10-27 19:00:00+00:00,27.75
NO3,SOLAR,2025-10-27 19:00:00+00:00,42.176
NO2,THERMAL,2025-10-27 19:00:00+00:00,15692.75
NO5,THERMAL,2025-10-27 19:00:00+00:00,18640.258
NO2,HYDRO,2025-10-27 20:00:00+00:00,6381704.5
NO2,SOLAR,2025-10-27 20:00:00+00:00,57.26
NO4,OTHER,2025-10-27 20:00:00+00:00,18.68
NO5,SOLAR,2025-10-27 20:00:00+00:00,12.367
NO1,HYDRO,2025-10-27 20:00:00+00:00,2663960.2
NO1,WIND,2025-10-27 20:00:00+00:00,26509.156
NO1,OTHER,2025-10-27 20:00:00+00:00,26.5
NO4,WIND,2025-10-27 20:00:00+00:00,584608.6
NO5,*,2025-10-27 20:00:00+00:00,0.0
NO1,THERMAL,2025-10-27 20:00:00+00:00,5217.64
NO4,THERMAL,2025-10-27 20:00:00+00:00,179152.0
NO3,OTHER,2025-10-27 20:00:00+00:00,43.705
NO2,OTHER,2025-10-27 20:00:00+00:00,166.965
NO3,SOLAR,2025-10-27 20:00:00+00:00,40.618
NO5,WIND,2025-10-27 20:00:00+00:00,0.0
NO3,HYDRO,2025-10-27 20:00:00+00:00,2578051.8
NO2,THERMAL,2025-10-27 20:00:00+00:00,16994.232
NO5,HYDRO,2025-10-27 20:00:00+00:00,3479821.2
NO5,THERMAL,2025-10-27 20:00:00+00:00,18934.293
NO3,WIND,2025-10-27 20:00:00+00:00,770341.4
NO4,HYDRO,2025-10-27 20:00:00+00:00,3567080.5
NO3,THERMAL,2025-10-27 20:00:00+00:00,22810.16
NO5,OTHER,2025-10-27 20:00:00+00:00,0.0
NO1,SOLAR,2025-10-27 20:00:00+00:00,332.16
NO4,SOLAR,2025-10-27 20:00:00+00:00,0.002
NO2,WIND,2025-10-27 20:00:00+00:00,853319.9
NO3,HYDRO,2025-10-27 21:00:00+00:00,2545912.0
NO1,SOLAR,2025-10-27 21:00:00+00:00,342.321
NO2,WIND,2025-10-27 21:00:00+00:00,807343.56
NO1,WIND,2025-10-27 21:00:00+00:00,24856.424
NO4,HYDRO,2025-10-27 21:00:00+00:00,3564020.5
NO2,OTHER,2025-10-27 21:00:00+00:00,100.683
NO5,*,2025-10-27 21:00:00+00:00,0.0
NO2,SOLAR,2025-10-27 21:00:00+00:00,50.839
NO1,HYDRO,2025-10-27 21:00:00+00:00,2650430.5
NO4,THERMAL,2025-10-27 21:00:00+00:00,179019.0
NO5,THERMAL,2025-10-27 21:00:00+00:00,17754.443
NO3,OTHER,2025-10-27 21:00:00+00:00,41.156
NO4,SOLAR,2025-10-27 21:00:00+00:00,0.002
NO5,OTHER,2025-10-27 21:00:00+00:00,0.0
NO3,THERMAL,2025-10-27 21:00:00+00:00,22508.08
NO2,THERMAL,2025-10-27 21:00:00+00:00,16828.857
NO3,WIND,2025-10-27 21:00:00+00:00,905763.06
NO5,HYDRO,2025-10-27 21:00:00+00:00,3156714.8
NO5,WIND,2025-10-27 21:00:00+00:00,0.0
NO3,SOLAR,2025-10-27 21:00:00+00:00,45.012
NO1,THERMAL,2025-10-27 21:00:00+00:00,5250.96
NO1,OTHER,2025-10-27 21:00:00+00:00,27.32
NO2,HYDRO,2025-10-27 21:00:00+00:00,5924065.0
NO5,SOLAR,2025-10-27 21:00:00+00:00,14.687
NO4,OTHER,2025-10-27 21:00:00+00:00,19.88
NO4,WIND,2025-10-27 21:00:00+00:00,577766.2
NO2,THERMAL,2025-10-27 22:00:00+00:00,16939.654
NO3,WIND,2025-10-27 22:00:00+00:00,913148.2
NO1,HYDRO,2025-10-27 22:00:00+00:00,2580159.5
NO1,OTHER,2025-10-27 22:00:00+00:00,27.8
NO4,THERMAL,2025-10-27 22:00:00+00:00,179171.0
NO4,HYDRO,2025-10-27 22:00:00+00:00,3417211.5
NO5,HYDRO,2025-10-27 22:00:00+00:00,2315102.8
NO1,WIND,2025-10-27 22:00:00+00:00,24044.955
NO1,SOLAR,2025-10-27 22:00:00+00:00,350.988
NO4,OTHER,2025-10-27 22:00:00+00:00,15.84
NO4,WIND,2025-10-27 22:00:00+00:00,558506.7
NO5,THERMAL,2025-10-27 22:00:00+00:00,18545.691
NO3,OTHER,2025-10-27 22:00:00+00:00,36.868
NO2,SOLAR,2025-10-27 22:00:00+00:00,38.236
NO3,THERMAL,2025-10-27 22:00:00+00:00,22760.4
NO2,OTHER,2025-10-27 22:00:00+00:00,82.343
NO5,*,2025-10-27 22:00:00+00:00,0.005
NO2,WIND,2025-10-27 22:00:00+00:00,617651.1
NO5,WIND,2025-10-27 22:00:00+00:00,0.0
NO5,SOLAR,2025-10-27 22:00:00+00:00,16.812
NO2,HYDRO,2025-10-27 22:00:00+00:00,5050724.0
NO5,OTHER,2025-10-27 22:00:00+00:00,0.0
NO1,THERMAL,2025-10-27 22:00:00+00:00,5091.3
NO3,SOLAR,2025-10-27 22:00:00+00:00,39.011
NO4,SOLAR,2025-10-27 22:00:00+00:00,0.0
NO3,HYDRO,2025-10-27 22:00:00+00:00,2607169.5
NO5,*,2025-10-27 23:00:00+00:00,0.003
NO2,HYDRO,2025-10-27 23:00:00+00:00,3438884.0
NO2,THERMAL,2025-10-27 23:00:00+00:00,16787.535
NO2,WIND,2025-10-27 23:00:00+00:00,570068.6
NO5,HYDRO,2025-10-27 23:00:00+00:00,1594393.6
NO4,THERMAL,2025-10-27 23:00:00+00:00,178290.0
NO1,THERMAL,2025-10-27 23:00:00+00:00,5143.86
NO1,HYDRO,2025-10-27 23:00:00+00:00,2528527.0
NO3,THERMAL,2025-10-27 23:00:00+00:00,21305.04
NO2,SOLAR,2025-10-27 23:00:00+00:00,51.225
NO5,SOLAR,2025-10-27 23:00:00+00:00,18.678
NO3,WIND,2025-10-27 23:00:00+00:00,987792.94
NO1,OTHER,2025-10-27 23:00:00+00:00,29.9
NO1,WIND,2025-10-27 23:00:00+00:00,29357.94
NO3,OTHER,2025-10-27 23:00:00+00:00,36.516
NO4,OTHER,2025-10-27 23:00:00+00:00,16.12
NO5,WIND,2025-10-27 23:00:00+00:00,0.0
NO2,OTHER,2025-10-27 23:00:00+00:00,80.223
NO4,WIND,2025-10-27 23:00:00+00:00,498777.38
NO3,SOLAR,2025-10-27 23:00:00+00:00,46.556
NO5,OTHER,2025-10-27 23:00:00+00:00,0.0
NO3,HYDRO,2025-10-27 23:00:00+00:00,2530155.5
NO4,SOLAR,2025-10-27 23:00:00+00:00,0.001
NO5,THERMAL,2025-10-27 23:00:00+00:00,18951.129
NO1,SOLAR,2025-10-27 23:00:00+00:00,355.971
NO4,HYDRO,2025-10-27 23:00:00+00:00,3147932.8
NO5,OTHER,2025-10-28 00:00:00+00:00,0.0
NO1,THERMAL,2025-10-28 00:00:00+00:00,5706.58
NO2,THERMAL,2025-10-28 00:00:00+00:00,16826.27
NO5,*,2025-10-28 00:00:00+00:00,0.019
NO2,WIND,2025-10-28 00:00:00+00:00,530416.6
NO2,OTHER,2025-10-28 00:00:00+00:00,73.26
NO1,OTHER,2025-10-28 00:00:00+00:00,29.3
NO4,WIND,2025-10-28 00:00:00+00:00,480668.84
NO3,HYDRO,2025-10-28 00:00:00+00:00,2196205.8
NO2,HYDRO,2025-10-28 00:00:00+00:00,2325884.8
NO5,SOLAR,2025-10-28 00:00:00+00:00,19.011
NO3,OTHER,2025-10-28 00:00:00+00:00,53.003
NO3,SOLAR,2025-10-28 00:00:00+00:00,40.703
NO5,THERMAL,2025-10-28 00:00:00+00:00,18310.113
NO3,WIND,2025-10-28 00:00:00+00:00,1036802.6
NO3,THERMAL,2025-10-28 00:00:00+00:00,20344.56
NO1,WIND,2025-10-28 00:00:00+00:00,23144.97
NO1,SOLAR,2025-10-28 00:00:00+00:00,356.343
NO4,SOLAR,2025-10-28 00:00:00+00:00,0.0
NO5,HYDRO,2025-10-28 00:00:00+00:00,1347930.0
NO4,HYDRO,2025-10-28 00:00:00+00:00,2964331.0
NO5,WIND,2025-10-28 00:00:00+00:00,0.0
NO4,THERMAL,2025-10-28 00:00:00+00:00,178869.0
NO1,HYDRO,2025-10-28 00:00:00+00:00,2399174.2
NO4,OTHER,2025-10-28 00:00:00+00:00,14.76
NO2,SOLAR,2025-10-28 00:00:00+00:00,44.387
NO4,THERMAL,2025-10-28 01:00:00+00:00,177414.0
NO4,WIND,2025-10-28 01:00:00+00:00,502508.2
NO5,THERMAL,2025-10-28 01:00:00+00:00,18493.355
NO5,WIND,2025-10-28 01:00:00+00:00,0.0
NO3,OTHER,2025-10-28 01:00:00+00:00,48.129
NO4,OTHER,2025-10-28 01:00:00+00:00,16.04
NO2,SOLAR,2025-10-28 01:00:00+00:00,56.579
NO5,OTHER,2025-10-28 01:00:00+00:00,0.0
NO1,THERMAL,2025-10-28 01:00:00+00:00,6839.56
NO2,HYDRO,2025-10-28 01:00:00+00:00,2070774.2
NO4,SOLAR,2025-10-28 01:00:00+00:00,0.0
NO3,THERMAL,2025-10-28 01:00:00+00:00,7992.26
NO2,THERMAL,2025-10-28 01:00:00+00:00,16320.832
NO2,OTHER,2025-10-28 01:00:00+00:00,78.603
NO1,HYDRO,2025-10-28 01:00:00+00:00,2372351.5
NO3,WIND,2025-10-28 01:00:00+00:00,1004006.0
NO1,SOLAR,2025-10-28 01:00:00+00:00,356.871
NO1,OTHER,2025-10-28 01:00:00+00:00,30.3
NO5,HYDRO,2025-10-28 01:00:00+00:00,1257231.1
NO2,WIND,2025-10-28 01:00:00+00:00,411772.94
NO5,*,2025-10-28 01:00:00+00:00,0.0
NO3,SOLAR,2025-10-28 01:00:00+00:00,48.067
NO1,WIND,2025-10-28 01:00:00+00:00,23623.217
NO5,SOLAR,2025-10-28 01:00:00+00:00,18.431
NO4,HYDRO,2025-10-28 01:00:00+00:00,2974565.8
NO3,HYDRO,2025-10-28 01:00:00+00:00,1918375.1
NO4,THERMAL,2025-10-28 02:00:00+00:00,165708.0
NO3,THERMAL,2025-10-28 02:00:00+00:00,19284.8
NO4,SOLAR,2025-10-28 02:00:00+00:00,0.0
NO1,WIND,2025-10-28 02:00:00+00:00,21370.154
NO5,WIND,2025-10-28 02:00:00+00:00,0.0
NO3,WIND,2025-10-28 02:00:00+00:00,1046279.9
NO2,SOLAR,2025-10-28 02:00:00+00:00,48.038
NO2,OTHER,2025-10-28 02:00:00+00:00,88.28
NO1,HYDRO,2025-10-28 02:00:00+00:00,2400218.2
NO4,HYDRO,2025-10-28 02:00:00+00:00,3134665.0
NO5,HYDRO,2025-10-28 02:00:00+00:00,1219884.4
NO2,WIND,2025-10-28 02:00:00+00:00,295035.5
NO1,THERMAL,2025-10-28 02:00:00+00:00,6829.32
NO5,THERMAL,2025-10-28 02:00:00+00:00,18496.012
NO3,HYDRO,2025-10-28 02:00:00+00:00,1876426.9
NO1,OTHER,2025-10-28 02:00:00+00:00,29.7
NO5,SOLAR,2025-10-28 02:00:00+00:00,19.03
NO4,WIND,2025-10-28 02:00:00+00:00,499809.44
NO2,HYDRO,2025-10-28 02:00:00+00:00,2215574.2
NO1,SOLAR,2025-10-28 02:00:00+00:00,387.412
NO4,OTHER,2025-10-28 02:00:00+00:00,17.04
NO2,THERMAL,2025-10-28 02:00:00+00:00,17006.326
NO5,OTHER,2025-10-28 02:00:00+00:00,0.0
NO5,*,2025-10-28 02:00:00+00:00,0.001
NO3,SOLAR,2025-10-28 02:00:00+00:00,40.341
NO3,OTHER,2025-10-28 02:00:00+00:00,43.779
NO1,WIND,2025-10-28 03:00:00+00:00,31712.367
NO1,OTHER,2025-10-28 03:00:00+00:00,29.1
NO2,OTHER,2025-10-28 03:00:00+00:00,76.36
NO3,SOLAR,2025-10-28 03:00:00+00:00,45.543
NO5,WIND,2025-10-28 03:00:00+00:00,0.0
NO4,HYDRO,2025-10-28 03:00:00+00:00,2851830.2
NO3,HYDRO,2025-10-28 03:00:00+00:00,1766358.2
NO4,WIND,2025-10-28 03:00:00+00:00,551018.2
NO1,SOLAR,2025-10-28 03:00:00+00:00,540.379
NO5,THERMAL,2025-10-28 03:00:00+00:00,19697.16
NO5,HYDRO,2025-10-28 03:00:00+00:00,1251246.0
NO5,*,2025-10-28 03:00:00+00:00,0.0
NO2,SOLAR,2025-10-28 03:00:00+00:00,40.899
NO4,OTHER,2025-10-28 03:00:00+00:00,15.32
NO3,WIND,2025-10-28 03:00:00+00:00,1042435.25
NO2,WIND,2025-10-28 03:00:00+00:00,278451.25
NO5,SOLAR,2025-10-28 03:00:00+00:00,18.892
NO3,OTHER,2025-10-28 03:00:00+00:00,50.082
NO2,HYDRO,2025-10-28 03:00:00+00:00,2290714.5
NO1,THERMAL,2025-10-28 03:00:00+00:00,6813.04
NO1,HYDRO,2025-10-28 03:00:00+00:00,2402743.5
NO4,SOLAR,2025-10-28 03:00:00+00:00,0.0
NO2,THERMAL,2025-10-28 03:00:00+00:00,15873.43
NO4,THERMAL,2025-10-28 03:00:00+00:00,166932.0
NO5,OTHER,2025-10-28 03:00:00+00:00,0.0
NO3,THERMAL,2025-10-28 03:00:00+00:00,20609.08
NO1,THERMAL,2025-10-28 04:00:00+00:00,6692.64
NO4,HYDRO,2025-10-28 04:00:00+00:00,2981239.0
NO4,SOLAR,2025-10-28 04:00:00+00:00,0.0
NO5,HYDRO,2025-10-28 04:00:00+00:00,1349762.9
NO5,SOLAR,2025-10-28 04:00:00+00:00,17.069
NO3,WIND,2025-10-28 04:00:00+00:00,1106724.4
NO4,WIND,2025-10-28 04:00:00+00:00,563868.06
NO2,HYDRO,2025-10-28 04:00:00+00:00,2415956.5
NO2,THERMAL,2025-10-28 04:00:00+00:00,16166.7
NO3,HYDRO,2025-10-28 04:00:00+00:00,2172988.5
NO3,OTHER,2025-10-28 04:00:00+00:00,49.423
NO2,WIND,2025-10-28 04:00:00+00:00,231723.62
NO1,WIND,2025-10-28 04:00:00+00:00,32350.219
NO5,*,2025-10-28 04:00:00+00:00,0.0
NO4,THERMAL,2025-10-28 04:00:00+00:00,165662.0
NO1,HYDRO,2025-10-28 04:00:00+00:00,2402561.8
NO1,SOLAR,2025-10-28 04:00:00+00:00,676.824
NO3,THERMAL,2025-10-28 04:00:00+00:00,20650.36
NO5,THERMAL,2025-10-28 04:00:00+00:00,19014.207
NO2,SOLAR,2025-10-28 04:00:00+00:00,36.848
NO2,OTHER,2025-10-28 04:00:00+00:00,67.68
NO5,OTHER,2025-10-28 04:00:00+00:00,0.0
NO3,SOLAR,2025-10-28 04:00:00+00:00,49.959
NO1,OTHER,2025-10-28 04:00:00+00:00,27.17
NO5,WIND,2025-10-28 04:00:00+00:00,0.0
NO4,OTHER,2025-10-28 04:00:00+00:00,340.656
NO2,OTHER,2025-10-28 05:00:00+00:00,60.397
NO5,HYDRO,2025-10-28 05:00:00+00:00,2142783.5
NO3,WIND,2025-10-28 05:00:00+00:00,995783.3
NO3,SOLAR,2025-10-28 05:00:00+00:00,50.612
NO4,SOLAR,2025-10-28 05:00:00+00:00,0.006
NO4,WIND,2025-10-28 05:00:00+00:00,573640.4
NO2,THERMAL,2025-10-28 05:00:00+00:00,15703.519
NO5,OTHER,2025-10-28 05:00:00+00:00,0.0
NO3,OTHER,2025-10-28 05:00:00+00:00,41.869
NO4,THERMAL,2025-10-28 05:00:00+00:00,164923.0
NO1,THERMAL,2025-10-28 05:00:00+00:00,6751.06
NO5,SOLAR,2025-10-28 05:00:00+00:00,13.983
NO2,HYDRO,2025-10-28 05:00:00+00:00,4322445.5
NO1,SOLAR,2025-10-28 05:00:00+00:00,756.879
NO4,OTHER,2025-10-28 05:00:00+00:00,17.72
NO2,SOLAR,2025-10-28 05:00:00+00:00,45.591
NO1,WIND,2025-10-28 05:00:00+00:00,21981.559
NO1,OTHER,2025-10-28 05:00:00+00:00,27.35
NO4,HYDRO,2025-10-28 05:00:00+00:00,3250910.5
NO5,*,2025-10-28 05:00:00+00:00,0.0
NO3,THERMAL,2025-10-28 05:00:00+00:00,20730.78
NO5,THERMAL,2025-10-28 05:00:00+00:00,18027.555
NO3,HYDRO,2025-10-28 05:00:00+00:00,2760054.8
NO1,HYDRO,2025-10-28 05:00:00+00:00,2552385.8
NO5,WIND,2025-10-28 05:00:00+00:00,0.0
NO2,WIND,2025-10-28 05:00:00+00:00,153286.42
NO1,HYDRO,2025-10-28 06:00:00+00:00,2683234.5
NO2,OTHER,2025-10-28 06:00:00+00:00,54.349
NO2,THERMAL,2025-10-28 06:00:00+00:00,14894.807
NO2,WIND,2025-10-28 06:00:00+00:00,119622.75
NO1,SOLAR,2025-10-28 06:00:00+00:00,806.895
NO4,OTHER,2025-10-28 06:00:00+00:00,21.36
NO3,THERMAL,2025-10-28 06:00:00+00:00,21444.92
NO5,*,2025-10-28 06:00:00+00:00,0.0
NO3,WIND,2025-10-28 06:00:00+00:00,879060.0
NO2,HYDRO,2025-10-28 06:00:00+00:00,5812419.0
NO1,WIND,2025-10-28 06:00:00+00:00,10333.954
NO5,OTHER,2025-10-28 06:00:00+00:00,0.0
NO5,HYDRO,2025-10-28 06:00:00+00:00,3521297.5
NO5,WIND,2025-10-28 06:00:00+00:00,0.0
NO3,HYDRO,2025-10-28 06:00:00+00:00,2959845.8
NO4,WIND,2025-10-28 06:00:00+00:00,593051.7
NO5,THERMAL,2025-10-28 06:00:00+00:00,17793.076
NO4,THERMAL,2025-10-28 06:00:00+00:00,158139.0
NO4,HYDRO,2025-10-28 06:00:00+00:00,3301847.5
NO4,SOLAR,2025-10-28 06:00:00+00:00,0.001
NO2,SOLAR,2025-10-28 06:00:00+00:00,64.741
NO1,OTHER,2025-10-28 06:00:00+00:00,27.07
NO3,SOLAR,2025-10-28 06:00:00+00:00,45.818
NO3,OTHER,2025-10-28 06:00:00+00:00,38.893
NO5,SOLAR,2025-10-28 06:00:00+00:00,13.932
NO1,THERMAL,2025-10-28 06:00:00+00:00,6844.58
NO1,HYDRO,2025-10-28 07:00:00+00:00,2675784.5
NO3,SOLAR,2025-10-28 07:00:00+00:00,68.263
NO1,SOLAR,2025-10-28 07:00:00+00:00,2716.964
NO4,HYDRO,2025-10-28 07:00:00+00:00,3323972.2
NO1,WIND,2025-10-28 07:00:00+00:00,9454.009
NO3,HYDRO,2025-10-28 07:00:00+00:00,3074437.2
NO2,OTHER,2025-10-28 07:00:00+00:00,63.81
NO4,OTHER,2025-10-28 07:00:00+00:00,20.04
NO5,HYDRO,2025-10-28 07:00:00+00:00,3900752.5
NO3,WIND,2025-10-28 07:00:00+00:00,872100.75
NO1,THERMAL,2025-10-28 07:00:00+00:00,6449.3
NO5,OTHER,2025-10-28 07:00:00+00:00,0.093
NO5,WIND,2025-10-28 07:00:00+00:00,0.0
NO5,THERMAL,2025-10-28 07:00:00+00:00,16784.057
NO4,THERMAL,2025-10-28 07:00:00+00:00,153284.0
NO2,SOLAR,2025-10-28 07:00:00+00:00,1590.253
NO5,SOLAR,2025-10-28 07:00:00+00:00,61.855
NO3,OTHER,2025-10-28 07:00:00+00:00,33.763
NO4,SOLAR,2025-10-28 07:00:00+00:00,1.931
NO2,THERMAL,2025-10-28 07:00:00+00:00,16349.224
NO1,OTHER,2025-10-28 07:00:00+00:00,24.972
NO4,WIND,2025-10-28 07:00:00+00:00,583058.6
NO2,WIND,2025-10-28 07:00:00+00:00,107332.56
NO3,THERMAL,2025-10-28 07:00:00+00:00,17629.7
NO5,*,2025-10-28 07:00:00+00:00,0.0
NO2,HYDRO,2025-10-28 07:00:00+00:00,6701691.5
NO2,WIND,2025-10-28 08:00:00+00:00,119924.21
NO5,WIND,2025-10-28 08:00:00+00:00,0.027
NO3,HYDRO,2025-10-28 08:00:00+00:00,3063478.2
NO4,HYDRO,2025-10-28 08:00:00+00:00,3278954.5
NO3,WIND,2025-10-28 08:00:00+00:00,794621.56
NO4,THERMAL,2025-10-28 08:00:00+00:00,153498.0
NO2,SOLAR,2025-10-28 08:00:00+00:00,7486.803
NO2,OTHER,2025-10-28 08:00:00+00:00,115.44
NO1,HYDRO,2025-10-28 08:00:00+00:00,2576549.0
NO3,SOLAR,2025-10-28 08:00:00+00:00,254.286
NO3,OTHER,2025-10-28 08:00:00+00:00,51.375
NO4,OTHER,2025-10-28 08:00:00+00:00,19.76
NO5,*,2025-10-28 08:00:00+00:00,0.267
NO4,SOLAR,2025-10-28 08:00:00+00:00,6.955
NO2,THERMAL,2025-10-28 08:00:00+00:00,14018.253
NO2,HYDRO,2025-10-28 08:00:00+00:00,6550526.5
NO1,OTHER,2025-10-28 08:00:00+00:00,32.994
NO4,WIND,2025-10-28 08:00:00+00:00,640122.25
NO1,SOLAR,2025-10-28 08:00:00+00:00,7101.757
NO1,THERMAL,2025-10-28 08:00:00+00:00,6556.466
NO5,HYDRO,2025-10-28 08:00:00+00:00,3573497.2
NO1,WIND,2025-10-28 08:00:00+00:00,4319.914
NO3,THERMAL,2025-10-28 08:00:00+00:00,14402.0
NO5,THERMAL,2025-10-28 08:00:00+00:00,16322.238
NO5,OTHER,2025-10-28 08:00:00+00:00,8.337
NO5,SOLAR,2025-10-28 08:00:00+00:00,831.431
NO5,HYDRO,2025-10-28 09:00:00+00:00,3041102.2
NO1,SOLAR,2025-10-28 09:00:00+00:00,12605.489
NO4,HYDRO,2025-10-28 09:00:00+00:00,3333596.8
NO3,SOLAR,2025-10-28 09:00:00+00:00,687.296
NO3,WIND,2025-10-28 09:00:00+00:00,744777.06
NO2,WIND,2025-10-28 09:00:00+00:00,89447.87
NO3,HYDRO,2025-10-28 09:00:00+00:00,2756572.5
NO2,THERMAL,2025-10-28 09:00:00+00:00,11828.732
NO5,SOLAR,2025-10-28 09:00:00+00:00,2493.261
NO4,WIND,2025-10-28 09:00:00+00:00,640830.3
NO1,THERMAL,2025-10-28 09:00:00+00:00,6535.042
NO4,OTHER,2025-10-28 09:00:00+00:00,19.2
NO5,WIND,2025-10-28 09:00:00+00:00,0.009
NO4,SOLAR,2025-10-28 09:00:00+00:00,19.472
NO3,OTHER,2025-10-28 09:00:00+00:00,69.737
NO1,OTHER,2025-10-28 09:00:00+00:00,43.303
NO2,SOLAR,2025-10-28 09:00:00+00:00,16730.166
NO1,WIND,2025-10-28 09:00:00+00:00,4897.82
NO1,HYDRO,2025-10-28 09:00:00+00:00,2622930.5
NO2,OTHER,2025-10-28 09:00:00+00:00,913.397
NO3,THERMAL,2025-10-28 09:00:00+00:00,19377.28
NO4,THERMAL,2025-10-28 09:00:00+00:00,148377.0
NO5,OTHER,2025-10-28 09:00:00+00:00,38.733
NO5,THERMAL,2025-10-28 09:00:00+00:00,16694.965
NO5,*,2025-10-28 09:00:00+00:00,1.908
NO2,HYDRO,2025-10-28 09:00:00+00:00,6221330.0
NO4,THERMAL,2025-10-28 10:00:00+00:00,153220.0
NO5,*,2025-10-28 10:00:00+00:00,3.428
NO2,SOLAR,2025-10-28 10:00:00+00:00,25438.225
NO3,WIND,2025-10-28 10:00:00+00:00,657674.94
NO4,OTHER,2025-10-28 10:00:00+00:00,22.48
NO5,SOLAR,2025-10-28 10:00:00+00:00,4042.026
NO5,WIND,2025-10-28 10:00:00+00:00,0.046
NO2,THERMAL,2025-10-28 10:00:00+00:00,13560.755
NO4,SOLAR,2025-10-28 10:00:00+00:00,18.561
NO3,HYDRO,2025-10-28 10:00:00+00:00,3198714.5
NO3,THERMAL,2025-10-28 10:00:00+00:00,19446.56
NO3,SOLAR,2025-10-28 10:00:00+00:00,1126.316
NO4,HYDRO,2025-10-28 10:00:00+00:00,3220127.5
NO5,OTHER,2025-10-28 10:00:00+00:00,52.189
NO1,HYDRO,2025-10-28 10:00:00+00:00,2569731.8
NO4,WIND,2025-10-28 10:00:00+00:00,668562.8
NO3,OTHER,2025-10-28 10:00:00+00:00,65.912
NO1,WIND,2025-10-28 10:00:00+00:00,8473.275
NO5,THERMAL,2025-10-28 10:00:00+00:00,17315.174
NO2,OTHER,2025-10-28 10:00:00+00:00,544.823
NO1,THERMAL,2025-10-28 10:00:00+00:00,6334.972
NO2,WIND,2025-10-28 10:00:00+00:00,81644.695
NO1,SOLAR,2025-10-28 10:00:00+00:00,14947.889
NO2,HYDRO,2025-10-28 10:00:00+00:00,5226445.0
NO1,OTHER,2025-10-28 10:00:00+00:00,62.603
NO5,HYDRO,2025-10-28 10:00:00+00:00,2977915.5
NO2,THERMAL,2025-10-28 11:00:00+00:00,13141.197
NO2,SOLAR,2025-10-28 11:00:00+00:00,28033.656
NO1,HYDRO,2025-10-28 11:00:00+00:00,2591484.8
NO5,OTHER,2025-10-28 11:00:00+00:00,40.211
NO5,WIND,2025-10-28 11:00:00+00:00,0.844
NO4,WIND,2025-10-28 11:00:00+00:00,654118.8
NO2,WIND,2025-10-28 11:00:00+00:00,53707.156
NO5,THERMAL,2025-10-28 11:00:00+00:00,18752.428
NO5,SOLAR,2025-10-28 11:00:00+00:00,4087.093
NO4,THERMAL,2025-10-28 11:00:00+00:00,154275.0
NO3,HYDRO,2025-10-28 11:00:00+00:00,3083456.5
NO3,OTHER,2025-10-28 11:00:00+00:00,80.049
NO1,WIND,2025-10-28 11:00:00+00:00,6605.357
NO2,OTHER,2025-10-28 11:00:00+00:00,372.817
NO1,THERMAL,2025-10-28 11:00:00+00:00,5873.053
NO1,OTHER,2025-10-28 11:00:00+00:00,59.898
NO1,SOLAR,2025-10-28 11:00:00+00:00,13227.732
NO3,THERMAL,2025-10-28 11:00:00+00:00,21021.02
NO4,HYDRO,2025-10-28 11:00:00+00:00,3186875.0
NO5,HYDRO,2025-10-28 11:00:00+00:00,2897608.2
NO4,OTHER,2025-10-28 11:00:00+00:00,24.24
NO3,WIND,2025-10-28 11:00:00+00:00,614929.9
NO3,SOLAR,2025-10-28 11:00:00+00:00,1273.07
NO2,HYDRO,2025-10-28 11:00:00+00:00,4417443.0
