priceArea,consumptionGroup,startTime,quantityKwh,countMeteringPoints
NO5,TERTIARY,2025-10-28 05:00:00+00:00,298089.56,
NO3,CABIN,2025-10-28 05:00:00+00:00,40412.137,
NO1,SECONDARY,2025-10-28 05:00:00+00:00,775764.75,
NO5,SECONDARY,2025-10-28 05:00:00+00:00,1151394.9,
NO2,HOUSEHOLD,2025-10-28 05:00:00+00:00,1052291.4,
NO2,SECONDARY,2025-10-28 05:00:00+00:00,2258727.5,
NO1,TERTIARY,2025-10-28 05:00:00+00:00,1263188.0,
NO3,PRIMARY,2025-10-28 05:00:00+00:00,92370.05,
NO3,TERTIARY,2025-10-28 05:00:00+00:00,634627.1,
NO2,CABIN,2025-10-28 05:00:00+00:00,61896.78,
NO4,TERTIARY,2025-10-28 05:00:00+00:00,451524.03,
NO2,TERTIARY,2025-10-28 05:00:00+00:00,668468.5,
NO5,HOUSEHOLD,2025-10-28 05:00:00+00:00,411463.94,
NO3,HOUSEHOLD,2025-10-28 05:00:00+00:00,658161.0,
NO3,SECONDARY,2025-10-28 05:00:00+00:00,1894590.4,
NO4,SECONDARY,2025-10-28 05:00:00+00:00,1210381.4,
NO1,HOUSEHOLD,2025-10-28 05:00:00+00:00,1828971.2,
NO4,HOUSEHOLD,2025-10-28 05:00:00+00:00,506893.7,
NO2,PRIMARY,2025-10-28 05:00:00+00:00,91180.2,
NO2,PRIMARY,2025-10-28 06:00:00+00:00,95917.2,
NO3,SECONDARY,2025-10-28 06:00:00+00:00,1950678.8,
NO4,TERTIARY,2025-10-28 06:00:00+00:00,496227.84,
NO5,CABIN,2025-10-28 06:00:00+00:00,39144.406,
NO3,TERTIARY,2025-10-28 06:00:00+00:00,710289.0,
NO5,TERTIARY,2025-10-28 06:00:00+00:00,352141.38,
NO2,HOUSEHOLD,2025-10-28 06:00:00+00:00,1140724.4,
NO1,PRIMARY,2025-10-28 06:00:00+00:00,54459.01,
NO1,SECONDARY,2025-10-28 06:00:00+00:00,845141.5,
NO3,HOUSEHOLD,2025-10-28 06:00:00+00:00,712959.2,
NO2,TERTIARY,2025-10-28 06:00:00+00:00,781533.44,
NO5,HOUSEHOLD,2025-10-28 06:00:00+00:00,446993.62,
NO4,HOUSEHOLD,2025-10-28 06:00:00+00:00,545544.1,
NO2,CABIN,2025-10-28 06:00:00+00:00,63274.56,
NO5,PRIMARY,2025-10-28 06:00:00+00:00,15041.202,
NO4,CABIN,2025-10-28 06:00:00+00:00,40424.76,
NO4,SECONDARY,2025-10-28 06:00:00+00:00,1131788.1,
NO3,PRIMARY,2025-10-28 06:00:00+00:00,98331.3,
NO1,TERTIARY,2025-10-28 06:00:00+00:00,1472402.2,
NO1,HOUSEHOLD,2025-10-28 06:00:00+00:00,2001900.1,
NO5,SECONDARY,2025-10-28 06:00:00+00:00,1147865.0,
NO4,PRIMARY,2025-10-28 06:00:00+00:00,63396.016,
NO1,CABIN,2025-10-28 06:00:00+00:00,81543.6,
NO3,CABIN,2025-10-28 06:00:00+00:00,41025.805,
NO2,SECONDARY,2025-10-28 06:00:00+00:00,2318305.2,
NO3,TERTIARY,2025-10-28 07:00:00+00:00,745572.06,
NO4,SECONDARY,2025-10-28 07:00:00+00:00,1127570.8,
NO3,SECONDARY,2025-10-28 07:00:00+00:00,1928409.2,
NO1,TERTIARY,2025-10-28 07:00:00+00:00,1599496.4,
NO4,TERTIARY,2025-10-28 07:00:00+00:00,524167.06,
NO4,CABIN,2025-10-28 07:00:00+00:00,40409.28,
NO2,CABIN,2025-10-28 07:00:00+00:00,62740.883,
NO2,SECONDARY,2025-10-28 07:00:00+00:00,2342231.8,
NO2,HOUSEHOLD,2025-10-28 07:00:00+00:00,1103214.2,
NO3,PRIMARY,2025-10-28 07:00:00+00:00,103513.05,
NO2,PRIMARY,2025-10-28 07:00:00+00:00,98865.23,
NO5,HOUSEHOLD,2025-10-28 07:00:00+00:00,439336.6,
NO5,CABIN,2025-10-28 07:00:00+00:00,39115.293,
NO1,HOUSEHOLD,2025-10-28 07:00:00+00:00,1956426.4,
NO4,PRIMARY,2025-10-28 07:00:00+00:00,66620.82,
NO3,CABIN,2025-10-28 07:00:00+00:00,40975.766,
NO5,SECONDARY,2025-10-28 07:00:00+00:00,1154621.8,
NO3,HOUSEHOLD,2025-10-28 07:00:00+00:00,698013.8,
NO2,TERTIARY,2025-10-28 07:00:00+00:00,833978.0,
NO4,HOUSEHOLD,2025-10-28 07:00:00+00:00,537601.25,
NO5,TERTIARY,2025-10-28 07:00:00+00:00,382026.8,
NO1,SECONDARY,2025-10-28 07:00:00+00:00,880255.5,
NO5,PRIMARY,2025-10-28 07:00:00+00:00,16493.953,
NO1,PRIMARY,2025-10-28 07:00:00+00:00,55149.348,
NO1,CABIN,2025-10-28 07:00:00+00:00,80950.875,
NO5,PRIMARY,2025-10-28 08:00:00+00:00,16124.008,
NO1,TERTIARY,2025-10-28 08:00:00+00:00,1647188.5,
NO5,CABIN,2025-10-28 08:00:00+00:00,37789.74,
NO2,PRIMARY,2025-10-28 08:00:00+00:00,96538.23,
NO1,SECONDARY,2025-10-28 08:00:00+00:00,880984.75,
NO3,CABIN,2025-10-28 08:00:00+00:00,40569.59,
NO1,PRIMARY,2025-10-28 08:00:00+00:00,52260.508,
NO1,HOUSEHOLD,2025-10-28 08:00:00+00:00,1875839.1,
NO5,TERTIARY,2025-10-28 08:00:00+00:00,385027.3,
NO2,TERTIARY,2025-10-28 08:00:00+00:00,838667.44,
NO5,SECONDARY,2025-10-28 08:00:00+00:00,1150372.8,
NO2,CABIN,2025-10-28 08:00:00+00:00,60033.6,
NO4,CABIN,2025-10-28 08:00:00+00:00,39871.105,
NO3,SECONDARY,2025-10-28 08:00:00+00:00,1932664.9,
NO2,HOUSEHOLD,2025-10-28 08:00:00+00:00,1046945.75,
NO2,SECONDARY,2025-10-28 08:00:00+00:00,2314837.5,
NO4,SECONDARY,2025-10-28 08:00:00+00:00,1161214.9,
NO5,HOUSEHOLD,2025-10-28 08:00:00+00:00,424212.34,
NO4,TERTIARY,2025-10-28 08:00:00+00:00,528425.94,
NO4,HOUSEHOLD,2025-10-28 08:00:00+00:00,525655.94,
NO3,PRIMARY,2025-10-28 08:00:00+00:00,101384.52,
NO4,PRIMARY,2025-10-28 08:00:00+00:00,68517.336,
NO3,HOUSEHOLD,2025-10-28 08:00:00+00:00,680312.9,
NO1,CABIN,2025-10-28 08:00:00+00:00,78296.58,
NO3,TERTIARY,2025-10-28 08:00:00+00:00,764128.25,
NO1,SECONDARY,2025-10-28 09:00:00+00:00,898035.8,
NO2,HOUSEHOLD,2025-10-28 09:00:00+00:00,996337.6,
NO2,SECONDARY,2025-10-28 09:00:00+00:00,2292458.2,
NO5,PRIMARY,2025-10-28 09:00:00+00:00,15377.161,
NO5,CABIN,2025-10-28 09:00:00+00:00,36098.82,
NO4,SECONDARY,2025-10-28 09:00:00+00:00,1150371.6,
NO1,TERTIARY,2025-10-28 09:00:00+00:00,1633298.8,
NO2,TERTIARY,2025-10-28 09:00:00+00:00,825765.3,
NO3,CABIN,2025-10-28 09:00:00+00:00,39723.03,
NO5,HOUSEHOLD,2025-10-28 09:00:00+00:00,404545.88,
NO3,HOUSEHOLD,2025-10-28 09:00:00+00:00,667520.75,
NO1,HOUSEHOLD,2025-10-28 09:00:00+00:00,1796756.6,
NO4,PRIMARY,2025-10-28 09:00:00+00:00,67656.766,
NO2,CABIN,2025-10-28 09:00:00+00:00,57110.016,
NO1,PRIMARY,2025-10-28 09:00:00+00:00,48641.285,
NO3,PRIMARY,2025-10-28 09:00:00+00:00,99591.05,
NO1,CABIN,2025-10-28 09:00:00+00:00,74876.01,
NO4,CABIN,2025-10-28 09:00:00+00:00,39246.254,
NO4,HOUSEHOLD,2025-10-28 09:00:00+00:00,514751.0,
NO5,SECONDARY,2025-10-28 09:00:00+00:00,1146276.2,
NO4,TERTIARY,2025-10-28 09:00:00+00:00,531426.25,
NO3,TERTIARY,2025-10-28 09:00:00+00:00,775418.8,
NO3,SECONDARY,2025-10-28 09:00:00+00:00,1578761.2,
NO2,PRIMARY,2025-10-28 09:00:00+00:00,90886.984,
NO5,TERTIARY,2025-10-28 09:00:00+00:00,384102.88,
NO3,CABIN,2025-10-28 10:00:00+00:00,38948.21,
NO4,HOUSEHOLD,2025-10-28 10:00:00+00:00,508598.88,
NO3,HOUSEHOLD,2025-10-28 10:00:00+00:00,650418.3,
NO5,TERTIARY,2025-10-28 10:00:00+00:00,373036.2,
NO1,HOUSEHOLD,2025-10-28 10:00:00+00:00,1747081.4,
NO4,PRIMARY,2025-10-28 10:00:00+00:00,66104.38,
NO3,TERTIARY,2025-10-28 10:00:00+00:00,761672.25,
NO5,CABIN,2025-10-28 10:00:00+00:00,34439.555,
NO5,PRIMARY,2025-10-28 10:00:00+00:00,14342.165,
NO1,CABIN,2025-10-28 10:00:00+00:00,71834.195,
NO5,SECONDARY,2025-10-28 10:00:00+00:00,1140289.4,
NO1,PRIMARY,2025-10-28 10:00:00+00:00,44412.688,
NO4,CABIN,2025-10-28 10:00:00+00:00,38801.18,
NO5,HOUSEHOLD,2025-10-28 10:00:00+00:00,386716.2,
NO1,TERTIARY,2025-10-28 10:00:00+00:00,1605612.5,
NO4,TERTIARY,2025-10-28 10:00:00+00:00,528742.3,
NO1,SECONDARY,2025-10-28 10:00:00+00:00,889740.06,
NO2,SECONDARY,2025-10-28 10:00:00+00:00,2284748.0,
NO3,SECONDARY,2025-10-28 10:00:00+00:00,1954155.2,
NO2,HOUSEHOLD,2025-10-28 10:00:00+00:00,958182.8,
NO3,PRIMARY,2025-10-28 10:00:00+00:00,97986.07,
NO4,SECONDARY,2025-10-28 10:00:00+00:00,1148041.8,
NO2,PRIMARY,2025-10-28 10:00:00+00:00,87416.38,
NO2,CABIN,2025-10-28 10:00:00+00:00,54356.06,
NO2,TERTIARY,2025-10-28 10:00:00+00:00,798868.0,
NO3,HOUSEHOLD,2025-10-28 11:00:00+00:00,640502.5,
NO4,HOUSEHOLD,2025-10-28 11:00:00+00:00,503520.53,
NO5,HOUSEHOLD,2025-10-28 11:00:00+00:00,376802.16,
NO5,SECONDARY,2025-10-28 11:00:00+00:00,1143507.5,
NO1,HOUSEHOLD,2025-10-28 11:00:00+00:00,1726598.4,
NO2,CABIN,2025-10-28 11:00:00+00:00,51908.594,
NO4,CABIN,2025-10-28 11:00:00+00:00,38533.37,
NO5,TERTIARY,2025-10-28 11:00:00+00:00,365141.8,
NO5,CABIN,2025-10-28 11:00:00+00:00,33121.61,
NO5,PRIMARY,2025-10-28 11:00:00+00:00,14334.253,
NO1,TERTIARY,2025-10-28 11:00:00+00:00,1592390.0,
NO3,PRIMARY,2025-10-28 11:00:00+00:00,96650.39,
NO4,SECONDARY,2025-10-28 11:00:00+00:00,1163941.2,
NO1,CABIN,2025-10-28 11:00:00+00:00,69742.664,
NO3,TERTIARY,2025-10-28 11:00:00+00:00,753826.9,
NO3,CABIN,2025-10-28 11:00:00+00:00,38062.06,
NO2,HOUSEHOLD,2025-10-28 11:00:00+00:00,926796.7,
NO4,TERTIARY,2025-10-28 11:00:00+00:00,522975.97,
NO2,PRIMARY,2025-10-28 11:00:00+00:00,82080.12,
NO3,SECONDARY,2025-10-28 11:00:00+00:00,1944399.5,
NO1,PRIMARY,2025-10-28 11:00:00+00:00,40637.883,
NO2,TERTIARY,2025-10-28 11:00:00+00:00,783855.4,
NO1,SECONDARY,2025-10-28 11:00:00+00:00,881890.6,
NO4,PRIMARY,2025-10-28 11:00:00+00:00,65337.973,
NO2,SECONDARY,2025-10-28 11:00:00+00:00,2293595.8,
NO1,SECONDARY,2025-10-28 12:00:00+00:00,876395.8,
NO2,TERTIARY,2025-10-28 12:00:00+00:00,774903.5,
NO2,CABIN,2025-10-28 12:00:00+00:00,50443.293,
NO3,PRIMARY,2025-10-28 12:00:00+00:00,97094.88,
NO2,HOUSEHOLD,2025-10-28 12:00:00+00:00,915712.44,
NO1,TERTIARY,2025-10-28 12:00:00+00:00,1574185.0,
NO2,PRIMARY,2025-10-28 12:00:00+00:00,84707.92,
NO5,SECONDARY,2025-10-28 12:00:00+00:00,1141040.8,
NO1,PRIMARY,2025-10-28 12:00:00+00:00,43846.516,
NO3,SECONDARY,2025-10-28 12:00:00+00:00,1936851.4,
NO4,HOUSEHOLD,2025-10-28 12:00:00+00:00,506044.22,
NO5,HOUSEHOLD,2025-10-28 12:00:00+00:00,371767.9,
NO5,CABIN,2025-10-28 12:00:00+00:00,32118.01,
NO2,SECONDARY,2025-10-28 12:00:00+00:00,2289991.5,
NO4,SECONDARY,2025-10-28 12:00:00+00:00,1205255.8,
NO3,TERTIARY,2025-10-28 12:00:00+00:00,750604.3,
NO4,CABIN,2025-10-28 12:00:00+00:00,38271.85,
NO3,CABIN,2025-10-28 12:00:00+00:00,37375.223,
NO1,CABIN,2025-10-28 12:00:00+00:00,68523.516,
NO4,TERTIARY,2025-10-28 12:00:00+00:00,521939.22,
NO5,PRIMARY,2025-10-28 12:00:00+00:00,14257.433,
NO1,HOUSEHOLD,2025-10-28 12:00:00+00:00,1722962.0,
NO3,HOUSEHOLD,2025-10-28 12:00:00+00:00,638683.9,
NO5,TERTIARY,2025-10-28 12:00:00+00:00,356387.25,
NO4,PRIMARY,2025-10-28 12:00:00+00:00,65173.676,
NO5,HOUSEHOLD,2025-10-28 13:00:00+00:00,380616.25,
NO5,SECONDARY,2025-10-28 13:00:00+00:00,1133222.6,
NO4,CABIN,2025-10-28 13:00:00+00:00,38690.43,
NO2,PRIMARY,2025-10-28 13:00:00+00:00,85712.32,
NO4,SECONDARY,2025-10-28 13:00:00+00:00,1187631.8,
NO1,CABIN,2025-10-28 13:00:00+00:00,68577.38,
NO4,HOUSEHOLD,2025-10-28 13:00:00+00:00,521985.25,
NO3,SECONDARY,2025-10-28 13:00:00+00:00,1949355.2,
NO5,CABIN,2025-10-28 13:00:00+00:00,31950.887,
NO3,TERTIARY,2025-10-28 13:00:00+00:00,748518.9,
NO1,PRIMARY,2025-10-28 13:00:00+00:00,47178.34,
NO5,PRIMARY,2025-10-28 13:00:00+00:00,13961.122,
NO3,HOUSEHOLD,2025-10-28 13:00:00+00:00,661882.75,
NO3,CABIN,2025-10-28 13:00:00+00:00,37562.75,
NO2,SECONDARY,2025-10-28 13:00:00+00:00,2285095.2,
NO1,HOUSEHOLD,2025-10-28 13:00:00+00:00,1766742.0,
NO1,TERTIARY,2025-10-28 13:00:00+00:00,1559516.6,
NO4,PRIMARY,2025-10-28 13:00:00+00:00,65245.992,
NO2,CABIN,2025-10-28 13:00:00+00:00,50212.703,
NO2,TERTIARY,2025-10-28 13:00:00+00:00,762952.7,
NO5,TERTIARY,2025-10-28 13:00:00+00:00,354582.6,
NO4,TERTIARY,2025-10-28 13:00:00+00:00,519314.72,
NO3,PRIMARY,2025-10-28 13:00:00+00:00,97628.664,
NO2,HOUSEHOLD,2025-10-28 13:00:00+00:00,937174.25,
NO1,SECONDARY,2025-10-28 13:00:00+00:00,828387.56,
NO5,TERTIARY,2025-10-28 14:00:00+00:00,346227.8,
NO4,TERTIARY,2025-10-28 14:00:00+00:00,515429.38,
NO1,CABIN,2025-10-28 14:00:00+00:00,69876.89,
NO4,CABIN,2025-10-28 14:00:00+00:00,39576.965,
NO1,PRIMARY,2025-10-28 14:00:00+00:00,50500.688,
NO2,TERTIARY,2025-10-28 14:00:00+00:00,736495.6,
NO5,HOUSEHOLD,2025-10-28 14:00:00+00:00,413881.75,
NO2,CABIN,2025-10-28 14:00:00+00:00,50487.22,
NO5,PRIMARY,2025-10-28 14:00:00+00:00,14606.262,
NO2,SECONDARY,2025-10-28 14:00:00+00:00,2267896.5,
NO3,TERTIARY,2025-10-28 14:00:00+00:00,739088.75,
NO5,CABIN,2025-10-28 14:00:00+00:00,32514.273,
NO3,CABIN,2025-10-28 14:00:00+00:00,38209.9,
NO1,TERTIARY,2025-10-28 14:00:00+00:00,1522788.2,
NO4,SECONDARY,2025-10-28 14:00:00+00:00,1230018.9,
NO2,PRIMARY,2025-10-28 14:00:00+00:00,90174.87,
NO4,PRIMARY,2025-10-28 14:00:00+00:00,64366.027,
NO3,PRIMARY,2025-10-28 14:00:00+00:00,98729.07,
NO1,SECONDARY,2025-10-28 14:00:00+00:00,805071.44,
NO5,SECONDARY,2025-10-28 14:00:00+00:00,1122803.8,
NO3,HOUSEHOLD,2025-10-28 14:00:00+00:00,724610.8,
NO3,SECONDARY,2025-10-28 14:00:00+00:00,1960341.6,
NO1,HOUSEHOLD,2025-10-28 14:00:00+00:00,1886154.8,
NO4,HOUSEHOLD,2025-10-28 14:00:00+00:00,562257.44,
NO2,HOUSEHOLD,2025-10-28 14:00:00+00:00,1033695.94,
NO5,PRIMARY,2025-10-28 15:00:00+00:00,14829.384,
NO5,CABIN,2025-10-28 15:00:00+00:00,33722.996,
NO3,PRIMARY,2025-10-28 15:00:00+00:00,99395.445,
NO1,HOUSEHOLD,2025-10-28 15:00:00+00:00,2116282.2,
NO3,CABIN,2025-10-28 15:00:00+00:00,40328.996,
NO1,CABIN,2025-10-28 15:00:00+00:00,72619.17,
NO2,TERTIARY,2025-10-28 15:00:00+00:00,705542.7,
NO3,HOUSEHOLD,2025-10-28 15:00:00+00:00,814551.5,
NO2,PRIMARY,2025-10-28 15:00:00+00:00,90953.31,
NO5,HOUSEHOLD,2025-10-28 15:00:00+00:00,466417.78,
NO4,TERTIARY,2025-10-28 15:00:00+00:00,491916.7,
NO1,SECONDARY,2025-10-28 15:00:00+00:00,770699.2,
NO3,SECONDARY,2025-10-28 15:00:00+00:00,1924034.4,
NO5,SECONDARY,2025-10-28 15:00:00+00:00,1121442.4,
NO3,TERTIARY,2025-10-28 15:00:00+00:00,712969.94,
NO4,HOUSEHOLD,2025-10-28 15:00:00+00:00,599608.56,
NO2,SECONDARY,2025-10-28 15:00:00+00:00,2266180.5,
NO1,PRIMARY,2025-10-28 15:00:00+00:00,51112.44,
NO2,CABIN,2025-10-28 15:00:00+00:00,52926.28,
NO1,TERTIARY,2025-10-28 15:00:00+00:00,1477357.9,
NO2,HOUSEHOLD,2025-10-28 15:00:00+00:00,1169313.6,
NO4,CABIN,2025-10-28 15:00:00+00:00,40685.715,
NO5,TERTIARY,2025-10-28 15:00:00+00:00,333762.97,
NO4,SECONDARY,2025-10-28 15:00:00+00:00,1212139.5,
NO4,PRIMARY,2025-10-28 15:00:00+00:00,63341.074,
NO2,HOUSEHOLD,2025-10-28 16:00:00+00:00,1245313.6,
NO3,TERTIARY,2025-10-28 16:00:00+00:00,700207.8,
NO4,TERTIARY,2025-10-28 16:00:00+00:00,478378.9,
NO2,PRIMARY,2025-10-28 16:00:00+00:00,88776.82,
NO3,HOUSEHOLD,2025-10-28 16:00:00+00:00,838805.06,
NO2,SECONDARY,2025-10-28 16:00:00+00:00,2239712.8,
NO1,PRIMARY,2025-10-28 16:00:00+00:00,49934.723,
NO3,PRIMARY,2025-10-28 16:00:00+00:00,100302.3,
NO1,TERTIARY,2025-10-28 16:00:00+00:00,1429156.6,
NO5,CABIN,2025-10-28 16:00:00+00:00,35456.78,
NO4,HOUSEHOLD,2025-10-28 16:00:00+00:00,596358.2,
NO5,SECONDARY,2025-10-28 16:00:00+00:00,1120288.2,
NO4,SECONDARY,2025-10-28 16:00:00+00:00,1225499.8,
NO2,CABIN,2025-10-28 16:00:00+00:00,56652.273,
NO1,SECONDARY,2025-10-28 16:00:00+00:00,771078.6,
NO4,CABIN,2025-10-28 16:00:00+00:00,41138.195,
NO5,TERTIARY,2025-10-28 16:00:00+00:00,329051.12,
NO4,PRIMARY,2025-10-28 16:00:00+00:00,63344.6,
NO3,SECONDARY,2025-10-28 16:00:00+00:00,1924776.8,
NO5,PRIMARY,2025-10-28 16:00:00+00:00,14563.474,
NO1,HOUSEHOLD,2025-10-28 16:00:00+00:00,2255683.8,
NO3,CABIN,2025-10-28 16:00:00+00:00,41816.66,
NO2,TERTIARY,2025-10-28 16:00:00+00:00,706637.9,
NO1,CABIN,2025-10-28 16:00:00+00:00,75881.695,
NO5,HOUSEHOLD,2025-10-28 16:00:00+00:00,497827.22,
NO4,CABIN,2025-10-28 17:00:00+00:00,41406.848,
NO3,PRIMARY,2025-10-28 17:00:00+00:00,100808.01,
NO1,SECONDARY,2025-10-28 17:00:00+00:00,761891.06,
NO4,TERTIARY,2025-10-28 17:00:00+00:00,466348.25,
NO2,HOUSEHOLD,2025-10-28 17:00:00+00:00,1279840.6,
NO4,SECONDARY,2025-10-28 17:00:00+00:00,1236518.2,
NO4,HOUSEHOLD,2025-10-28 17:00:00+00:00,591554.3,
NO1,CABIN,2025-10-28 17:00:00+00:00,77874.33,
NO4,PRIMARY,2025-10-28 17:00:00+00:00,63345.37,
NO2,PRIMARY,2025-10-28 17:00:00+00:00,85453.48,
NO1,HOUSEHOLD,2025-10-28 17:00:00+00:00,2290314.0,
NO3,CABIN,2025-10-28 17:00:00+00:00,42832.16,
NO5,PRIMARY,2025-10-28 17:00:00+00:00,14917.929,
NO5,HOUSEHOLD,2025-10-28 17:00:00+00:00,512734.38,
NO3,HOUSEHOLD,2025-10-28 17:00:00+00:00,839912.75,
NO5,TERTIARY,2025-10-28 17:00:00+00:00,328705.62,
NO1,TERTIARY,2025-10-28 17:00:00+00:00,1386115.9,
NO2,TERTIARY,2025-10-28 17:00:00+00:00,689392.06,
NO2,CABIN,2025-10-28 17:00:00+00:00,58833.824,
NO3,SECONDARY,2025-10-28 17:00:00+00:00,1921199.9,
NO5,SECONDARY,2025-10-28 17:00:00+00:00,1115497.0,
NO5,CABIN,2025-10-28 17:00:00+00:00,36705.32,
NO3,TERTIARY,2025-10-28 17:00:00+00:00,687869.2,
NO2,SECONDARY,2025-10-28 17:00:00+00:00,2216991.2,
NO1,PRIMARY,2025-10-28 17:00:00+00:00,49634.26,
NO4,SECONDARY,2025-10-28 18:00:00+00:00,1228732.2,
NO2,CABIN,2025-10-28 18:00:00+00:00,60258.48,
NO5,SECONDARY,2025-10-28 18:00:00+00:00,1113878.9,
NO5,TERTIARY,2025-10-28 18:00:00+00:00,322686.7,
NO5,CABIN,2025-10-28 18:00:00+00:00,37659.06,
NO5,HOUSEHOLD,2025-10-28 18:00:00+00:00,523341.38,
NO4,CABIN,2025-10-28 18:00:00+00:00,41131.535,
NO5,PRIMARY,2025-10-28 18:00:00+00:00,14505.046,
NO1,HOUSEHOLD,2025-10-28 18:00:00+00:00,2303633.8,
NO4,HOUSEHOLD,2025-10-28 18:00:00+00:00,591882.25,
NO1,SECONDARY,2025-10-28 18:00:00+00:00,751202.2,
NO3,SECONDARY,2025-10-28 18:00:00+00:00,1909588.9,
NO2,TERTIARY,2025-10-28 18:00:00+00:00,670371.5,
NO2,SECONDARY,2025-10-28 18:00:00+00:00,2224948.0,
NO3,TERTIARY,2025-10-28 18:00:00+00:00,671139.25,
NO3,PRIMARY,2025-10-28 18:00:00+00:00,99934.445,
NO2,PRIMARY,2025-10-28 18:00:00+00:00,81702.87,
NO1,PRIMARY,2025-10-28 18:00:00+00:00,48841.105,
NO1,TERTIARY,2025-10-28 18:00:00+00:00,1326772.2,
NO2,HOUSEHOLD,2025-10-28 18:00:00+00:00,1305279.4,
NO4,TERTIARY,2025-10-28 18:00:00+00:00,461793.34,
NO3,HOUSEHOLD,2025-10-28 18:00:00+00:00,846265.44,
NO1,CABIN,2025-10-28 18:00:00+00:00,79218.12,
NO4,PRIMARY,2025-10-28 18:00:00+00:00,62672.51,
NO3,CABIN,2025-10-28 18:00:00+00:00,43229.156,
NO2,SECONDARY,2025-10-28 19:00:00+00:00,2235826.5,
NO1,TERTIARY,2025-10-28 19:00:00+00:00,1262463.5,
NO3,PRIMARY,2025-10-28 19:00:00+00:00,98181.914,
NO5,SECONDARY,2025-10-28 19:00:00+00:00,1112113.0,
NO2,HOUSEHOLD,2025-10-28 19:00:00+00:00,1324246.1,
NO4,SECONDARY,2025-10-28 19:00:00+00:00,1234834.6,
NO3,HOUSEHOLD,2025-10-28 19:00:00+00:00,849768.1,
NO3,TERTIARY,2025-10-28 19:00:00+00:00,638363.3,
NO1,CABIN,2025-10-28 19:00:00+00:00,80458.98,
NO2,CABIN,2025-10-28 19:00:00+00:00,61483.258,
NO1,HOUSEHOLD,2025-10-28 19:00:00+00:00,2310537.0,
NO3,CABIN,2025-10-28 19:00:00+00:00,43420.977,
NO1,PRIMARY,2025-10-28 19:00:00+00:00,48402.695,
NO4,HOUSEHOLD,2025-10-28 19:00:00+00:00,593594.75,
NO2,TERTIARY,2025-10-28 19:00:00+00:00,636322.9,
NO4,TERTIARY,2025-10-28 19:00:00+00:00,446775.06,
NO4,CABIN,2025-10-28 19:00:00+00:00,41014.375,
NO3,SECONDARY,2025-10-28 19:00:00+00:00,1898109.5,
NO2,PRIMARY,2025-10-28 19:00:00+00:00,77126.04,
NO1,SECONDARY,2025-10-28 19:00:00+00:00,740487.7,
NO4,PRIMARY,2025-10-28 19:00:00+00:00,62003.12,
NO5,CABIN,2025-10-28 19:00:00+00:00,38089.004,
NO5,HOUSEHOLD,2025-10-28 19:00:00+00:00,534613.44,
NO5,PRIMARY,2025-10-28 19:00:00+00:00,14413.495,
NO5,TERTIARY,2025-10-28 19:00:00+00:00,313152.66,
NO2,SECONDARY,2025-10-28 20:00:00+00:00,2225398.5,
NO1,SECONDARY,2025-10-28 20:00:00+00:00,721542.9,
NO4,PRIMARY,2025-10-28 20:00:00+00:00,61024.13,
NO5,TERTIARY,2025-10-28 20:00:00+00:00,293765.2,
NO2,PRIMARY,2025-10-28 20:00:00+00:00,71908.41,
NO4,TERTIARY,2025-10-28 20:00:00+00:00,433815.34,
NO2,TERTIARY,2025-10-28 20:00:00+00:00,600375.9,
NO2,HOUSEHOLD,2025-10-28 20:00:00+00:00,1321628.1,
NO3,SECONDARY,2025-10-28 20:00:00+00:00,1870665.4,
NO3,TERTIARY,2025-10-28 20:00:00+00:00,619091.94,
NO1,TERTIARY,2025-10-28 20:00:00+00:00,1182777.2,
NO1,PRIMARY,2025-10-28 20:00:00+00:00,44869.633,
NO3,HOUSEHOLD,2025-10-28 20:00:00+00:00,850502.6,
NO4,SECONDARY,2025-10-28 20:00:00+00:00,1237957.6,
NO3,CABIN,2025-10-28 20:00:00+00:00,43692.293,
NO5,HOUSEHOLD,2025-10-28 20:00:00+00:00,539193.06,
NO5,SECONDARY,2025-10-28 20:00:00+00:00,1106964.9,
NO3,PRIMARY,2025-10-28 20:00:00+00:00,94982.945,
NO4,CABIN,2025-10-28 20:00:00+00:00,40720.707,
NO2,CABIN,2025-10-28 20:00:00+00:00,62853.1,
NO1,CABIN,2025-10-28 20:00:00+00:00,81329.43,
NO1,HOUSEHOLD,2025-10-28 20:00:00+00:00,2284340.0,
NO5,PRIMARY,2025-10-28 20:00:00+00:00,14035.873,
NO5,CABIN,2025-10-28 20:00:00+00:00,38917.75,
NO4,HOUSEHOLD,2025-10-28 20:00:00+00:00,588043.56,
NO5,SECONDARY,2025-10-28 21:00:00+00:00,1099197.6,
NO3,TERTIARY,2025-10-28 21:00:00+00:00,597344.3,
NO2,PRIMARY,2025-10-28 21:00:00+00:00,69313.97,
NO2,CABIN,2025-10-28 21:00:00+00:00,64376.77,
NO3,CABIN,2025-10-28 21:00:00+00:00,43908.71,
NO5,CABIN,2025-10-28 21:00:00+00:00,39656.996,
NO3,HOUSEHOLD,2025-10-28 21:00:00+00:00,826320.0,
NO5,TERTIARY,2025-10-28 21:00:00+00:00,272897.28,
NO1,HOUSEHOLD,2025-10-28 21:00:00+00:00,2198076.0,
NO3,PRIMARY,2025-10-28 21:00:00+00:00,91345.734,
